经纬度,count
"113.94256006193123, 22.754465883635365",733
"120.12809524576491, 30.31092781652833",228
"120.40224939720268, 30.182195535625766",228
"120.27473510972241, 30.214592997149442",763
"120.3810759770103, 30.1981820701181",228
"120.48797711744474, 30.269979968635546",228
"120.37534730311206, 30.200129100509226",228
"120.39284395885211, 30.196299146813978",228
"120.23444287370006, 30.070372260484305",228
"120.39274436731344, 30.209594805228868",228
"120.39223784427705, 30.19939581484984",228
"120.40588318492283, 30.216745713639256",228
"120.38072267345323, 30.197788851251882",228
"120.38470565677933, 30.199634171193367",328
"120.39197035674366, 30.195842008220556",228
"120.3786672534294, 30.19741597022268",328
"120.59279589587652, 30.323749990112546",145
"120.52496197224048, 30.286443033311933",774
"120.49769247119627, 30.272205340080777",1314
"120.50039268772872, 30.26071869787143",701
"120.64103849498439, 30.243204536237872",170
"120.62620639304805, 30.292270447365198",1169
"120.47198314716181, 30.302933163070282",15
"120.62625231981553, 30.270759249000356",75
"120.28242020319084, 30.167930253779137",480
"120.41766216382068, 30.194545261831554",212
"120.28087772279964, 30.319784927669556",145
"120.19345786446841, 30.088326124419527",495
"120.26021427064528, 30.16278078985019",1066
"120.23342967491537, 30.149313946821",712
"120.26270694626591, 30.173996838630522",397
"120.27344900572378, 30.208375319524485",505
"120.1812109791714, 29.949641991394415",505
"120.20191100914786, 30.262718052292072",535
"120.334013661512, 30.22703223247822",535
"119.40019274489156, 30.18975463440157",286
"120.45085518122822, 30.284179394803026",286
"120.45560488178168, 30.295205500451345",707
"120.18127387734494, 30.002993939999815",195
"119.72293961493257, 29.80877054681642",570
"120.53624810300673, 30.36569103483787",1120
"120.47376502597139, 30.238358891696073",300
"120.31799885054122, 30.246612013253465",300
"120.53368002721481, 30.379213070906474",300
"120.23159290963912, 30.0327209301909",239
"120.59717599042452, 30.201427989041417",178
"120.33749845807687, 30.01121746566122",180
"120.47788734995669, 30.183337835635687",145
"120.4777270922537, 30.19399087934274",145
"120.47715469198275, 30.19148956374281",145
"120.47478011119766, 30.18787732351108",145
"120.47752317690295, 30.192176628121143",145
"120.47528388092766, 30.18289257748673",145
"120.47857413416314, 30.192879387114075",145
"120.47770409563265, 30.181006861325873",145
"120.4777219719123, 30.18309510971012",145
"120.53425557155504, 30.19399181580231",145
"120.40462083391847, 30.192441104474483",375
"120.47692921729974, 30.181519015482703",145
"120.47464222130189, 30.18324464768297",145
"120.46807857243213, 30.176655003455267",250
"120.30996027385463, 30.431960793361018",322
"120.49450510358577, 30.27475620074249",145
"120.4974669066827, 30.34606731433768",400
"119.97318517884169, 30.27511214941129",245
"120.47443083294759, 30.31197208519805",245
"120.2955286814299, 30.168999118371087",114
"119.94426306515079, 30.297706879285936",741
"120.27112661648883, 30.115210095548328",574
"120.26565117491387, 30.172004700323445",170
"120.2656276393095, 30.17171003888439",170
"120.60730263155716, 30.379964624858005",414
"120.44412516617803, 30.15373478922397",112
"120.5732962883409, 30.3368383928015",112
"120.4619673102172, 30.249143267025797",374
"120.40192412077752, 30.20306030243145",666
"120.51481129963882, 30.276996901221896",586
"120.59491580704953, 30.324483114551576",112
"120.38060984628117, 30.235361199619945",112
"120.58015916277603, 30.378215845060293",112
"120.56884123199471, 30.33712569705803",112
"120.10838914114846, 30.17005866946155",474
"120.27890791847737, 30.22176995805483",654
"120.31385496722369, 30.414857434375357",304
"120.23257835078356, 30.216114488380775",179
"119.87904408729493, 30.39124814349357",304
"120.24166444152533, 30.18431724031554",204
"120.41477617770877, 30.165220939126186",114
"120.62243395905888, 30.29904801026834",300
"120.61118600627681, 30.299273375205996",300
"120.30954301094523, 30.30344498761898",300
"120.61870275729264, 30.301809883467648",300
"120.10515551080421, 30.308680471894082",300
"120.6210854228273, 30.305439721257766",300
"120.62318197805705, 30.317627674206072",300
"120.61874084544627, 30.30377892712753",300
"120.61985007308999, 30.29768739049872",300
"120.62096343293905, 30.296724561583982",300
"120.2710830486716, 30.20322479171667",181
"120.52704999356786, 30.20137606599434",292
"120.5234080833693, 30.198856679857485",241
"120.5260948253191, 30.19641838643596",292
"120.52357283259984, 30.19950959151147",292
"119.4359969567555, 30.353591163561067",292
"120.52287880176283, 30.197170185771924",292
"120.52137539766132, 30.195867214108716",292
"120.15970125018393, 30.1795504619034",302
"120.15819775625187, 30.167795523589955",302
"120.07643425822533, 30.195463528930457",302
"120.2230350225372, 30.184916085745336",302
"120.61863601319325, 30.34944344582979",662
"120.64769439983002, 30.242206691560455",347
"120.0115478546286, 30.2849935903439",302
"120.26766364874787, 30.17089419282144",302
"120.28924013862257, 30.130179951547824",302
"120.20219925203007, 30.18484329012578",302
"120.157626085405, 30.17517797441794",302
"120.45822496946263, 30.319191978068496",1390
"120.47159004867063, 30.28980214006984",440
"120.47977406101928, 30.33567701101733",630
"120.67171347221691, 30.321357457972745",1194
"120.2713444564733, 30.521030583658767",202
"120.42062279912047, 30.189025488179226",107
"120.27130555894642, 30.155609712462656",102
"120.24709739324969, 30.198416408767375",239
"120.42139408423134, 30.198649030092735",239
"120.43458053089715, 30.19852660009916",239
"120.1512335978705, 30.282552670381136",239
"120.42633736962219, 30.19863584224982",239
"120.18532415722834, 30.06940749724461",630
"120.28135607048371, 30.183950033003804",530
"120.14193276719656, 30.049581295042923",547
"119.96462109343176, 30.052690667037982",166
"120.31980165986919, 30.259508365832062",166
"120.31221286475144, 30.208430094308447",166
"120.34849847853819, 30.195513940895992",166
"120.23600502698191, 30.086271552573322",166
"120.31624580733849, 30.260214836602405",166
"120.15777537300109, 30.286946290818566",359
"120.33061995312586, 30.24817769515466",166
"120.31976024798519, 30.261644607306263",166
"120.3230777001149, 30.254216982220058",166
"120.25952006014715, 30.05601273908829",101
"120.34031096279806, 30.15171641160497",210
"120.27684801411243, 30.2222711318709",423
"119.9656970163987, 30.057287858281224",844
"120.27457988253029, 30.2146037641572",844
"120.27276207150031, 30.220937523242174",423
"120.27456730625315, 30.21884860323884",541
"120.27332243447742, 30.209584415000275",421
"120.47286582215591, 30.238091341875858",1734
"120.5153853168597, 30.333065799294804",1137
"120.41537337121181, 30.189294343436128",480
"120.27276830574054, 30.169405858466856",480
"120.27280447691021, 30.169398192393178",480
"120.2720916660982, 30.169492985486833",480
"120.25983671283943, 30.1555641201528",480
"120.27243981517826, 30.169459596213624",480
"120.27275129183417, 30.169339211299096",480
"120.27370951432167, 30.16908919112528",480
"119.67944249435665, 29.803509936661385",480
"120.09396954110231, 30.44951411239841",480
"119.00153633130627, 25.424343792481636",480
"120.4856383413207, 30.235148632054344",365
"120.33240838956567, 30.242332972946265",301
"120.18719568692782, 30.232291804238482",301
"120.12702062623927, 30.356737828674124",495
"120.35736376578562, 30.241821216421485",301
"120.28961832524227, 30.266193624409457",301
"120.3352413756525, 30.242403016534933",301
"120.35714925042983, 30.24083006562369",301
"120.26363708412994, 30.21408928710844",301
"120.45613021084392, 30.27558349673723",165
"120.44643938083281, 30.30232748234572",177
"120.51799291809405, 30.311519625346612",331
"120.28047483277842, 30.1810186466773",545
"120.33455995432993, 30.195431288201753",744
"120.2568495775271, 30.192841446482877",490
"120.25710918781948, 30.193141584851805",490
"120.50586669201486, 30.348575095260593",309
"120.51272363763363, 30.341444664950874",159
"120.50580704452899, 30.3499999808233",309
"120.50579500723516, 30.349151035780498",309
"120.45874490869181, 30.315656417451766",159
"120.27734298044842, 30.258929085604635",332
"120.27178264900276, 30.261151590679045",332
"120.28069351447515, 30.261185579974395",193
"120.26795074718886, 30.205944286846446",193
"120.31169184755566, 30.245228351901126",193
"120.27898184902082, 30.26158845874979",193
"120.27345098199591, 30.263651351020386",193
"120.27775395521924, 30.213226123650674",332
"120.27685701603195, 30.26351750625496",193
"120.27794295869855, 30.258791049823166",512
"120.27086601806039, 30.241573098167827",193
"120.28270945756505, 30.260813995282593",193
"120.29933637391032, 30.21114203182036",193
"120.26823164732183, 30.265927242880284",193
"120.29220778070534, 30.17204091825084",193
"120.18609005250613, 30.255193393914954",193
"120.27652228853452, 30.259613958544158",692
"120.27739898889867, 30.262577161617283",193
"120.2776002551465, 30.261768601920274",193
"120.40188315804626, 30.186959063000184",193
"120.27318795814259, 30.193562135993616",193
"120.54058251692292, 30.24027657055104",60
"120.27150031158098, 30.158292595042138",140
"120.45558190851658, 30.267116233376388",205
"120.25126310539109, 30.053146599938486",614
"120.25666398760873, 30.056072210099742",450
"120.29853194132613, 30.161814595966227",1430
"120.29791121221874, 30.16194878796472",420
"120.56534601508594, 30.232805093016072",625
"120.55863288817932, 30.230534978803288",870
"120.53381414422745, 30.324722838104584",2495
"120.27212113051894, 30.056210454663688",420
"120.29439946648858, 30.169955321343956",480
"120.2841777379211, 30.104383954598354",453
"120.46292391575477, 30.192277923663763",265
"120.27090630167268, 30.193901733657558",905
"120.27498897085954, 30.20733506094368",343
"120.27390606356725, 30.201322145601594",146
"120.27480095551628, 30.206588489883792",343
"120.27436635531058, 30.20393455823786",146
"120.29373552888616, 30.135882336735598",120
"120.47862396047486, 30.30918143164956",920
"120.1923805266703, 30.131668166707108",515
"120.34247120788845, 30.474016787255948",509
"120.29027633402833, 30.19456601989842",497
"120.46166116769939, 30.177234617161922",1568
"120.30421516096555, 30.155222957843346",105
"120.26297700924121, 30.04989523777077",180
"120.30463772387746, 30.14767258249992",855
"120.3394095132188, 30.178660689497143",120
"120.29392947304576, 30.148313500957165",250
"120.20297065032744, 30.252163152073354",503
"120.25826216294153, 30.180344303748974",180
"120.50564420329937, 30.18387396144619",596
"120.193887303909, 30.132898894855153",1291
"120.32101895366577, 30.15559480128147",630
"120.56404958057394, 30.362949054400612",1170
"120.56369419115147, 30.363203793326374",1170
"123.46305699016943, 41.687073888367564",1065
"120.40333580788645, 30.170040013729384",180
"120.27290975292614, 30.20653028082121",101
"120.25026571678337, 30.23743611471971",145
"120.26220698175807, 30.2062880808094",458
"120.44664353692946, 30.26900427421303",230
"120.4446778935583, 30.2702450134455",230
"120.27433249368437, 30.22484606390792",238
"120.27292241903383, 30.274962128707436",238
"120.21277645985059, 30.307139246714183",103
"120.46446774360422, 30.212955227784164",120
"120.46405757730838, 30.211791037980344",120
"120.45859264590787, 30.21778232005747",120
"120.25277468407275, 30.195794639862026",965
"120.18032930460967, 30.248830243480192",86
"120.28082274650244, 30.13526444995448",125
"120.301440744398, 30.147476769322104",80
"120.19049121052171, 30.07613165325144",168
"120.13915698639678, 29.97854092905931",144
"120.2437499475973, 30.115317797168753",326
"120.14831772632341, 29.886977291997628",1418
"120.29245472489004, 30.0991084235386",120
"121.35058297832012, 30.819613871866764",270
"120.27623096805763, 30.064773266388197",540
"120.42027974882248, 30.260931909088846",87
"120.44714510042112, 30.31375747484716",131
"120.19547482982999, 30.018808077864318",460
"120.34597136547752, 30.230350253252865",1359
"120.33906905543051, 30.23282514086629",1359
"120.34357486603801, 30.231959257191885",1359
"120.34900979403447, 30.23084225587432",1774
"120.34725001354042, 30.23042404990416",1359
"120.18560209295312, 30.340485231281892",1359
"120.35111218825003, 30.229748488619148",1359
"120.3504352252177, 30.230649105942394",1359
"120.39007329540497, 30.171962361627344",519
"120.28764995820882, 30.193908080673967",130
"120.46316996163397, 30.30979003152624",165
"119.06773246431467, 29.615021485076937",282
"120.45096423551713, 30.16204074723819",282
"120.51681541923158, 30.2276797285442",367
"120.54122462570146, 30.232219413141404",282
"120.01519731059344, 30.05809498448901",282
"120.61391730417988, 30.25684191687741",282
"120.61502230978772, 30.252356337293026",282
"120.54207127864461, 30.232435962211074",282
"120.15900353629434, 30.0743620927935",121
"120.20545772164458, 30.01705646908147",143
"120.27396237050425, 29.96122381510358",637
"120.2600279620825, 30.208279814699292",180
"120.24367871197036, 30.17922257391108",120
"120.24642797598364, 30.192562143722927",120
"120.46123546071823, 30.267253060818565",238
"120.27979724093225, 30.220023709147895",93
"120.40988714997071, 30.271453964187252",792
"130.41056077772154, 46.828385151991114",400
"120.27613493919861, 30.20997196843447",180
"120.31488101177719, 30.240557062528705",180
"120.27476322668488, 30.21526132959233",180
"120.32552135071232, 30.243247591605304",180
"120.28916225553486, 30.217670128318833",180
"120.1983708769636, 30.11002106434278",40
"120.26646836343629, 30.180564792545823",350
"120.4857621655488, 30.227407234640292",247
"120.27451179097264, 30.176650944742242",363
"120.29407562735223, 30.18298553163454",244
"120.16895496473386, 30.259985091841727",107
"120.13709483626876, 29.884171982013306",502
"120.24964992835628, 30.05126127160881",419
"120.27185613039349, 30.163741431732266",151
"120.66435257720704, 30.323712503745345",151
"120.40656099415892, 30.385980974180626",151
"120.29141996677309, 30.150112328683118",570
"120.28326119680926, 30.038916883467756",203
"120.25958123475239, 30.15611497375889",148
"120.26000801970018, 30.162968297646362",280
"120.25259259754586, 30.155949155908527",88
"120.26105867782466, 30.158021780728728",88
"120.24110892939797, 30.245471859006912",160
"120.1775974722148, 30.32115139459202",160
"120.59933627863357, 30.201215865376877",395
"120.28984128466986, 30.117616210506814",125
"120.2954746315279, 29.961845537532586",109
"120.46130669634516, 30.187603157395117",360
"120.24361565092356, 30.059485754421836",516
"120.51498271519455, 30.365938518472632",1608
"120.47480353361553, 30.364586102795755",155
"120.4732027765527, 30.36421558822685",273
"120.54096941710607, 30.379930275799623",170
"120.54608517715485, 30.36972954594738",170
"120.2634529315004, 30.158881919990367",327
"120.53626319453929, 30.365721649727433",200
"120.15459312573199, 30.34930070807426",170
"120.4479019919828, 30.357970264593114",170
"120.26520965775572, 30.18831725198718",170
"120.54024920605328, 30.37979147705008",170
"120.50120107285714, 30.230854737278392",673
"120.28136110099457, 30.382343325906493",523
"120.21871947303671, 30.077460677768528",84
"118.6703171661514, 29.48029945240508",165
"120.17898605608502, 29.94545963330741",107
"120.13771118045241, 30.012280139786355",540
"120.20394583399373, 29.978554303008455",540
"120.58634579282324, 30.185610298541206",448
"120.43696953397719, 30.21526499659169",240
"120.54364780481463, 30.198389876947257",365
"120.26419268608785, 30.094633005474215",120
"120.5108789672689, 30.334457015273692",315
"110.73877259556053, 24.590013653072237",120
"120.4355887485778, 30.25476039659043",408
"120.52443502622832, 30.167595145264656",180
"120.44988716721068, 30.217465171310987",132
"120.50369036725584, 30.1897820270304",292
"120.57950609467026, 30.18160658561334",178
"118.91442090874116, 29.803212836451664",775
"120.40117367635449, 30.21659134900366",65
"120.40091747962305, 30.218281485906452",65
"120.28962962706805, 29.969276959727612",211
"120.55199467995223, 30.19875882466833",99
"120.20543182776368, 30.06256972826078",75
"120.51634686307757, 30.175421849397082",65
"120.46170903660341, 30.192546407692646",68
"120.46167500160426, 30.1951561402359",68
"120.44860896830053, 30.194743087589853",100
"120.20065607635043, 30.001254414682975",71
"120.319748480183, 30.24229990112295",314
"120.26623277922309, 30.151748880232216",210
"120.2758280780364, 30.1355112771785",840
"120.41773887911124, 30.189760877736454",485
"120.45391180586158, 30.27537550388087",92
"120.52414289727646, 30.187639213444143",730
"120.2885436823607, 30.109773391696216",70
"120.40370411314554, 30.256832324360822",570
"120.46518333377347, 30.302831203182002",490
"120.2327453179304, 30.231196653955106",305
"120.27912405078305, 30.169990134997",164
"119.96351644714613, 30.03016655275485",105
"119.03260225108647, 29.320116931258482",220
"120.26993303795773, 30.155982178977457",240
"120.22919479324966, 30.14118867780008",210
"120.18283019164097, 30.27141232488005",738
"120.24404072909087, 30.21008245248119",78
"120.29054420873142, 30.150193134619716",53
"120.26690905530334, 29.983620083311987",470
"120.26245280755239, 30.205996891770983",165
"120.41599832235511, 30.27909081043698",85
"120.41510385710119, 30.27772809437956",165
"120.28270343891812, 30.128634317176346",210
"120.29056473411401, 30.170052380060426",399
"120.24236709609524, 30.066133935617216",180
"120.21927498516409, 30.08488717854615",180
"120.27064728066871, 30.062740471221435",300
"120.28864939609589, 29.9900929968431",281
"120.19143694656263, 30.063892997960092",103
"120.226473017385, 30.03644325459688",717
"120.21381247918846, 30.098733943599807",242
"120.21279424989291, 30.09274089789587",242
"120.21475965251818, 30.090302922607588",242
"120.55868615769606, 30.25492690425515",255
"120.5378027105223, 30.19320510855867",270
"120.33450953962809, 30.175584720523574",229
"120.19767864273761, 30.033888583241787",300
"120.20363027606341, 30.066002346998907",300
"120.18227063713881, 30.047452913467428",250
"120.00985490806451, 30.388487020468197",503
"120.33303521277765, 30.150208512957793",225
"120.36278459038557, 30.22728062183967",180
"120.29682300492395, 30.243444070476745",180
"120.29680279304998, 30.248582175781987",180
"119.72719418612539, 30.263740406964846",180
"120.31545987984782, 30.222674003846603",125
"120.35351695210024, 30.173405403259387",475
"120.36602316141014, 30.17530781366576",295
"120.51165501339895, 30.312385034241927",321
"120.27643146984745, 30.182466516997128",365
"120.27588332382527, 30.180256732484995",953
"120.28224835734677, 30.186070138629994",230
"120.27976202735626, 30.183572131920727",230
"120.28985188467487, 30.18242928832223",230
"120.31104506758848, 30.017691999927855",420
"120.25469615955858, 30.05381244260001",1260
"120.2490128500886, 30.179021282450456",122
"120.00784408531602, 30.01017025770623",95
"120.41842869509878, 30.189370336937518",95
"120.41169255360501, 30.268968940188053",80
"119.50952944448926, 29.54805578964155",80
"120.24622864199098, 30.00801741171219",145
"120.28615168612669, 30.1670824754854",415
"120.21453848970164, 30.27603589445196",415
"120.28615178673692, 30.166903500757737",415
"120.27078831463378, 30.1657695525344",415
"120.26695408531029, 30.179944379819265",90
"120.26781654034566, 30.179155060536115",91
"120.27487362843205, 30.17148828117214",91
"120.27412605858666, 30.171678191978888",91
"120.30714651150572, 30.180630665916226",140
"120.27299687418773, 30.18287639206108",240
"120.27546902532407, 30.06722422335065",347
"120.2826255558304, 30.084472643779232",60
"120.27799290448489, 30.0700920605256",60
"120.31997404469656, 30.210201129061286",337
"120.32750184487017, 30.088548149032402",135
"120.31360775354733, 30.101545945145045",127
"120.30306811465988, 30.101677954676397",127
"120.30871558174, 30.102534059503522",222
"120.32934408981004, 30.233903584310585",134
"119.93676230397303, 30.2509020182996",134
"120.25398317447531, 30.13671299904501",284
"120.26111446259682, 30.122717606293936",284
"120.3100129145575, 30.506130309974836",284
"120.45411001158253, 30.321625012382285",260
"120.23293433245225, 29.95693477764786",260
"120.2816490079105, 30.046816257910876",243
"120.27973283242719, 30.049351757490737",243
"120.33412999207555, 30.134955153713868",243
"120.21599877513866, 30.18885504370786",387
"120.18696688851442, 30.26054167215433",387
"120.45573172251969, 30.187895039313872",145
"120.27262667709722, 30.191450695529632",136
"120.4698578874778, 30.179865119932973",105
"120.52666363236803, 30.268113093851326",204
"120.5162500257436, 30.256628073722073",204
"120.6342109239558, 30.29357626031275",204
"120.65412429100934, 30.294265956338712",204
"120.49339524712819, 30.26493477810429",204
"120.66755647363894, 30.34994092266258",204
"120.27226755431705, 30.162023026739767",204
"120.45591910904908, 30.26685801544055",230
"120.58947297396456, 30.32106886000621",182
"120.12919513761662, 29.869081671085485",417
"120.13876685231392, 29.8837640370349",206
"120.34339349815555, 30.011550608044043",110
"120.44466136473692, 30.150163779040824",95
"120.57292097629883, 30.307559986963355",271
"120.41725532125521, 30.184369453102633",370
"120.47923157432182, 30.245519047212834",324
"120.47027555821789, 30.23434689325679",915
"120.47890243518296, 30.2447525675204",136
"120.48836877864711, 30.245111355957683",324
"120.29144826339666, 30.216443110512994",103
"120.26823200664403, 30.24353610887472",103
"120.24937989771999, 30.204163498974754",515
"120.56609331543969, 30.262704327243917",104
"120.55406086526929, 30.231732650964254",104
"120.5652885235333, 30.252920604398966",104
"119.96066799348957, 29.906303933125933",179
"120.30045215918426, 30.02767441121621",96
"120.47910599121153, 30.245159090319593",188
"120.44532197860897, 30.22515610781391",188
"120.53944041129755, 30.271574359387117",255
"120.49949402289653, 30.325787792693554",378
"120.51084438250676, 30.305655093914663",340
"120.47070746350708, 30.272781188262755",105
"120.11567411257656, 29.896547077177686",155
"118.54966521416283, 29.548117137519245",150
"123.20358018598459, 41.223368108444966",150
"120.56884078284195, 30.234081906610534",150
"120.55122950331884, 30.247129126282903",150
"120.49741749987966, 30.281148185302538",150
"120.62324764418982, 30.310667381392896",615
"120.52317371546175, 30.335547578114216",150
"120.264728758884, 30.17942731062766",82
"120.27799200617939, 30.081232243310144",117
"120.2608962228664, 30.238259268709445",175
"119.72539595815552, 30.234151254083397",286
"120.27313450896473, 30.161726227429018",132
"120.31469245745063, 30.18572026389209",127
"120.31671076308402, 30.18798823913366",127
"120.37251800007785, 30.169127127415173",127
"120.26999043967982, 30.177924045463634",127
"120.27961955610236, 30.186219515951894",127
"120.25979314502219, 30.207331003507726",436
"120.2564036335194, 30.208748021059463",436
"120.27189799143025, 30.178986159818802",234
"120.55056143351106, 30.16938276766723",154
"120.19852107364487, 30.048808586815262",156
"120.43729885277715, 30.294297841116194",347
"120.54657017229968, 30.21755793645095",546
"120.2760933476535, 30.050161740517364",52
"120.44667535491062, 30.196800821255497",95
"120.4466029622662, 30.19523409953198",95
"120.33790197691195, 30.234205078297105",270
"120.54320287409553, 30.281631822297552",208
"120.28129363825077, 30.211525833893766",494
"120.27774784674178, 30.2186136115629",298
"120.27760339921578, 30.2249079470727",494
"120.47135792652686, 30.194656621785125",95
"120.26494259152759, 30.184094886892765",95
"120.26416331149768, 30.18688289209855",95
"120.27491099794126, 30.223267074546918",95
"120.26423957763548, 30.184623726634833",95
"120.37779231104912, 30.27622014338295",95
"120.2701277905923, 30.176156170749174",95
"120.26567578848484, 30.18546287141418",95
"120.25981775859317, 30.045787486948893",125
"120.25815697136633, 30.045211236065537",125
"120.25767404232415, 30.045412256017734",125
"120.55336504500771, 30.295561296230066",528
"120.54989435183934, 30.289020495047236",528
"120.25033937783518, 30.301600660487196",1001
"119.74340858393728, 29.976024091511498",822
"120.50111142196725, 30.200955470533195",210
"120.46622821848844, 30.183672662024716",100
"120.46782361476342, 30.181853873195543",100
"120.4655828909016, 30.183692862110377",100
"120.27404260600477, 30.201464554678413",197
"131.81459486269898, 46.772973223021964",120
"120.27926119778019, 30.14984406662546",610
"120.27283016305796, 30.149802923304843",185
"120.28167685538133, 30.149617810509145",163
"120.199652023488, 29.97684297021392",105
"120.2412916447387, 30.174022034008512",104
"120.45480853394709, 30.2156144531944",113
"120.45688379933623, 30.21847473839355",113
"120.45457596265057, 30.216998067451144",113
"120.45531499859362, 30.219493111030694",113
"119.49479022734751, 29.544622526493576",326
"120.28496941456704, 30.173132055065366",845
"120.25687005889272, 30.046242514075136",164
"120.27344307690741, 30.207871577332295",164
"120.25009378110876, 30.051087851467468",164
"120.25333298094718, 30.04802829147379",164
"120.12242866813337, 30.23130274061586",164
"120.25090036333803, 30.04361566012484",164
"120.2490463847316, 30.046641761046082",164
"120.25436441533374, 30.052630568765224",164
"120.27826769614039, 30.08572850841319",164
"120.24650747602128, 30.04463537258397",164
"120.24834469045028, 30.046958892248902",164
"120.28593320654869, 30.17518792380038",164
"120.25595576354468, 30.05014384343478",158
"120.54726123872851, 30.26988928088088",106
"119.713352825336, 30.225802758216687",240
"120.47083637034777, 30.31266890351416",240
"120.28891081982262, 30.144895636995933",110
"120.28987047959893, 30.143910839623626",110
"120.18184816405748, 30.314833204035576",420
"120.45843795769906, 30.165891171310015",420
"120.26074431940467, 30.215669109763333",175
"120.26987303114966, 30.268603657838796",139
"115.9054660260597, 28.691259179775223",107
"119.33220528433644, 29.519336847975456",107
"119.13768459232016, 29.870910988955703",107
"120.24600936561599, 30.16521945596111",107
"120.25821194766354, 30.19801242200643",107
"120.25250168902826, 30.170860394229464",107
"120.23662800185309, 30.17612978897659",173
"120.22854151583874, 30.191063508038372",107
"120.25063752543396, 30.148674674494995",107
"120.18904736407555, 30.06673241155129",107
"120.22155515404006, 30.136275258535203",107
"120.24864023296307, 30.16241272083471",107
"120.13674388507927, 30.360281473375398",107
"120.23139690746159, 30.178402477040027",107
"120.47229746425975, 30.195253218669144",70
"113.67364044997544, 23.372353393855775",70
"120.50494592886713, 30.243036370526042",300
"120.49466590027205, 30.24162808827863",310
"121.72251899132434, 29.9548849633495",107
"120.48354667466954, 30.185362661423998",207
"120.28788899730502, 30.066799221211355",360
"120.14171518082725, 29.98585354862767",185
"120.45747156063142, 30.180593982883693",290
"120.5014499034834, 30.2007051412412",535
"120.26752683681869, 30.176253970571658",85
"120.26800500484165, 30.182533793937516",170
"120.26905665110219, 30.18322638470693",170
"120.27157208619123, 30.184016762596837",170
"120.27042369242727, 30.223347741869006",100
"120.50628242780489, 30.19945574811997",150
"120.59768833717553, 30.304414141756034",252
"120.38748673428225, 30.17831570538066",358
"120.28179219780881, 30.17322486240501",160
"120.29069341727661, 30.150570618471544",148
"120.57291289154924, 30.321518863590384",165
"120.47001544038288, 30.24088457933595",210
"120.47941500830696, 30.241783776423745",210
"120.47980781056262, 30.24575079635178",210
"120.46971110076426, 30.23541998288564",92
"120.22799339946064, 30.313872883477337",92
"120.13751440333164, 29.91520571249921",479
"120.26595201742916, 30.165025317264618",367
"120.2662039921247, 30.16599015233259",144
"120.17334803799986, 30.2607350746836",144
"120.31270693278194, 30.100123511617838",95
"120.42192543194048, 30.169775242451554",153
"120.30806145992189, 30.19433804644989",125
"120.29052121211035, 30.1626339527275",385
"120.29022935265016, 30.162647926072978",385
"120.26541258497042, 30.156451917261467",68
"120.29311417096491, 30.154232253212648",70
"120.33881258920741, 30.20356882936668",516
"120.33997050500977, 30.202952463479924",516
"120.27060577895415, 30.186567359748288",360
"120.27214349832612, 30.154579118081625",1320
"120.27843442164306, 30.162534499920305",360
"120.53248864504066, 30.221798225216077",150
"120.28577717088162, 30.174637255892076",105
"120.23954003882479, 30.235861055392732",156
"120.20188298201596, 30.016672305134385",141
"120.22604021379028, 30.030150371744522",141
"120.2500614421104, 30.051089961583695",85
"120.46939193281655, 30.19787536031892",70
"120.49409969830911, 30.25580506174189",110
"120.50247361244259, 30.230933448095907",110
"120.49649898249571, 30.225556081371042",110
"120.18324407332841, 30.13040696915441",123
"120.24699983727129, 30.1895775576495",60
"120.32749878973314, 30.23245255838396",137
"120.31351810265745, 30.23850085660808",137
"120.31775400030666, 30.23929907316845",137
"120.31128163724284, 30.239298441508236",137
"120.38884075017744, 30.172148947506123",137
"120.3249442792527, 30.209787437949903",190
"120.29255883849864, 30.173655412373368",337
"120.19990500311354, 30.02584425210407",194
"120.12546348669885, 29.890320857429597",72
"120.40691600449647, 30.182737107379033",125
"120.40979213080709, 30.179842250303835",125
"119.99084146347087, 30.02480955453107",152
"120.19946303680263, 30.243303048762442",152
"120.44130197162126, 30.167417169624862",152
"120.4397706302184, 30.169067334819886",152
"119.70566818102033, 30.22168297012011",152
"120.20486535630909, 30.255796482977093",152
"120.10726194739456, 30.277908308921216",152
"120.45582002595131, 30.187831121930973",152
"120.33168174574712, 30.244728968476554",131
"120.29073366136346, 30.26328530059849",131
"120.29158570413968, 30.17303916958238",60
"120.41435144718568, 30.19089899159523",300
"120.46793592151714, 30.352311791247036",118
"120.26435806413225, 30.150868544717063",360
"120.2595911655198, 30.195446190407814",361
"120.2819540724617, 30.17290319756461",129
"120.28245236252808, 30.172927550775757",338
"120.28132624674078, 30.172864482190803",129
"120.27212616102977, 30.163489992088156",126
"120.27213361696552, 30.16327836386951",126
"120.24411205454838, 30.179374225171408",60
"120.30496587488025, 30.438498951657497",75
"120.1817436012961, 30.22234945955054",75
"119.25377559422593, 30.178269811474113",75
"120.32685290896977, 30.084308188772752",232
"120.195093499141, 30.072632193093686",120
"120.31228740727765, 29.982540831913315",161
"120.38558906389243, 30.178236717895448",98
"120.37081696876415, 30.176537144604485",260
"120.52490394170452, 30.286442097741723",183
"120.54342734267637, 30.28353789341439",183
"120.13264392890117, 30.28150372071305",473
"120.26909739734182, 30.221720866364915",248
"120.26360348750387, 30.070543771218105",300
"120.22792548756408, 30.022069538866816",125
"120.46088197750004, 30.18489212575511",86
"120.46197539496679, 30.181379933348907",86
